venue,name,lati,long,brand,country,time
41326e00f964a520b2141fe3,146329,36.101969,-115.174306,Casino,US,20120403
41326e00f964a520b2141fe3,1394056,36.101969,-115.174306,Casino,US,20120403
41326e00f964a520b2141fe3,485751,36.101969,-115.174306,Casino,US,20120404
41326e00f964a520b2141fe3,313526,36.101969,-115.174306,Casino,US,20120404
41326e00f964a520da131fe3,59374,36.116037,-115.17427,Casino,US,20120403
41326e00f964a520da131fe3,247086,36.116037,-115.17427,Casino,US,20120403
41326e00f964a520da131fe3,247086,36.116037,-115.17427,Casino,US,20120403
41326e00f964a520da131fe3,352342,36.116037,-115.17427,Casino,US,20120404
41326e00f964a520da131fe3,966862,36.116037,-115.17427,Casino,US,20120404
41326e00f964a520da131fe3,293397,36.116037,-115.17427,Casino,US,20120404
4169cd00f964a520911d1fe3,241280,45.462516,-122.639088,Steakhouse,US,20120404
4169cd00f964a520911d1fe3,202349,45.462516,-122.639088,Steakhouse,US,20120404
4169cd00f964a520911d1fe3,108383,45.462516,-122.639088,Steakhouse,US,20120404
41ae5b00f964a5205e1e1fe3,270777,32.790485,-96.810365,Stadium,US,20120403
41ae5b00f964a5205e1e1fe3,1041209,32.790485,-96.810365,Stadium,US,20120403
41ae5b00f964a5205e1e1fe3,94421,32.790485,-96.810365,Stadium,US,20120403
41ae5b00f964a5205e1e1fe3,241327,32.790485,-96.810365,Stadium,US,20120404
41ae5b00f964a5205e1e1fe3,86629,32.790485,-96.810365,Stadium,US,20120404
41ae5b00f964a5205e1e1fe3,61649,32.790485,-96.810365,Stadium,US,20120404
423a1a00f964a5202f201fe3,5679,30.266953,-97.745694,Lounge,US,20120403
423a1a00f964a5202f201fe3,58185,30.266953,-97.745694,Lounge,US,20120404
423a1a00f964a5202f201fe3,5679,30.266953,-97.745694,Lounge,US,20120404
42829c80f964a5206a221fe3,137484,40.752806,-73.977175,Train Station,US,20120403
42829c80f964a5206a221fe3,1670980,40.752806,-73.977175,Train Station,US,20120403
42829c80f964a5206a221fe3,143133,40.752806,-73.977175,Train Station,US,20120403
42829c80f964a5206a221fe3,182697,40.752806,-73.977175,Train Station,US,20120403
42829c80f964a5206a221fe3,184105,40.752806,-73.977175,Train Station,US,20120403
42829c80f964a5206a221fe3,1035644,40.752806,-73.977175,Train Station,US,20120403
42829c80f964a5206a221fe3,222463,40.752806,-73.977175,Train Station,US,20120404
42829c80f964a5206a221fe3,1091095,40.752806,-73.977175,Train Station,US,20120404
42829c80f964a5206a221fe3,1091095,40.752806,-73.977175,Train Station,US,20120404
42829c80f964a5206a221fe3,1105687,40.752806,-73.977175,Train Station,US,20120404
42829c80f964a5206a221fe3,182697,40.752806,-73.977175,Train Station,US,20120404
4283ee00f964a5209d221fe3,38243,40.756711,-74.001002,Convention Center,US,20120404
4283ee00f964a5209d221fe3,35436,40.756711,-74.001002,Convention Center,US,20120404
4283ee00f964a5209d221fe3,77899,40.756711,-74.001002,Convention Center,US,20120404
4283ee00f964a520dd221fe3,28489,42.355563,-71.064752,Park,US,20120403
4283ee00f964a520dd221fe3,103905,42.355563,-71.064752,Park,US,20120403
4283ee00f964a520dd221fe3,28489,42.355563,-71.064752,Park,US,20120404
4283ee00f964a520dd221fe3,515632,42.355563,-71.064752,Park,US,20120404
42893400f964a5207e231fe3,95553,34.043059,-118.267243,Stadium,US,20120403
42893400f964a5207e231fe3,322157,34.043059,-118.267243,Stadium,US,20120404
42893400f964a5207e231fe3,138785,34.043059,-118.267243,Stadium,US,20120404
42893400f964a5207e231fe3,95553,34.043059,-118.267243,Stadium,US,20120404
42893400f964a5207e231fe3,1799233,34.043059,-118.267243,Stadium,US,20120404
42911d00f964a520f5231fe3,183294,40.750795,-73.993576,Train Station,US,20120403
42911d00f964a520f5231fe3,266704,40.750795,-73.993576,Train Station,US,20120403
42911d00f964a520f5231fe3,1221667,40.750795,-73.993576,Train Station,US,20120403
42911d00f964a520f5231fe3,258697,40.750795,-73.993576,Train Station,US,20120403
42911d00f964a520f5231fe3,8524,40.750795,-73.993576,Train Station,US,20120404
42911d00f964a520f5231fe3,119056,40.750795,-73.993576,Train Station,US,20120404
42911d00f964a520f5231fe3,3869,40.750795,-73.993576,Train Station,US,20120404
42911d00f964a520f5231fe3,1358159,40.750795,-73.993576,Train Station,US,20120404
42911d00f964a520f5231fe3,1654124,40.750795,-73.993576,Train Station,US,20120404
42911d00f964a520f5231fe3,30822,40.750795,-73.993576,Train Station,US,20120404
42911d00f964a520f5231fe3,701081,40.750795,-73.993576,Train Station,US,20120404
42accc80f964a5203c251fe3,277917,39.905942,-75.166558,Baseball Stadium,US,20120403
42accc80f964a5203c251fe3,1250087,39.905942,-75.166558,Baseball Stadium,US,20120403
42accc80f964a5203c251fe3,1547615,39.905942,-75.166558,Baseball Stadium,US,20120403
430a6700f964a52036271fe3,282488,38.898041,-77.006074,Train Station,US,20120403
430a6700f964a52036271fe3,495192,38.898041,-77.006074,Train Station,US,20120404
430a6700f964a52036271fe3,3869,38.898041,-77.006074,Train Station,US,20120404
430e5b80f964a52043271fe3,199989,37.751412,-122.200928,Baseball Stadium,US,20120404
430e5b80f964a52043271fe3,307116,37.751412,-122.200928,Baseball Stadium,US,20120404
430e5b80f964a52043271fe3,258812,37.751412,-122.200928,Baseball Stadium,US,20120404
43695300f964a5208c291fe3,174288,40.748281,-73.985563,Building,US,20120403
43695300f964a5208c291fe3,579982,40.748281,-73.985563,Building,US,20120403
43695300f964a5208c291fe3,70804,40.748281,-73.985563,Building,US,20120404
439ec330f964a520102c1fe3,901483,33.943894,-118.405023,Airport,US,20120403
439ec330f964a520102c1fe3,129284,33.943894,-118.405023,Airport,US,20120403
439ec330f964a520102c1fe3,39588,33.943894,-118.405023,Airport,US,20120403
439ec330f964a520102c1fe3,564284,33.943894,-118.405023,Airport,US,20120403
439ec330f964a520102c1fe3,993723,33.943894,-118.405023,Airport,US,20120403
439ec330f964a520102c1fe3,518625,33.943894,-118.405023,Airport,US,20120403
439ec330f964a520102c1fe3,953192,33.943894,-118.405023,Airport,US,20120404
439ec330f964a520102c1fe3,80854,33.943894,-118.405023,Airport,US,20120404
439ec330f964a520102c1fe3,207083,33.943894,-118.405023,Airport,US,20120404
439ec330f964a520102c1fe3,168595,33.943894,-118.405023,Airport,US,20120404
43a52546f964a520532c1fe3,79996,40.645089,-73.784523,Airport,US,20120403
43a52546f964a520532c1fe3,918630,40.645089,-73.784523,Airport,US,20120403
43a52546f964a520532c1fe3,222463,40.645089,-73.784523,Airport,US,20120403
43a52546f964a520532c1fe3,444848,40.645089,-73.784523,Airport,US,20120403
43a52546f964a520532c1fe3,43160,40.645089,-73.784523,Airport,US,20120404
43a52546f964a520532c1fe3,251267,40.645089,-73.784523,Airport,US,20120404
43a52546f964a520532c1fe3,1321289,40.645089,-73.784523,Airport,US,20120404
43a52546f964a520532c1fe3,906868,40.645089,-73.784523,Airport,US,20120404
43a52546f964a520532c1fe3,79424,40.645089,-73.784523,Airport,US,20120404
43a52546f964a520532c1fe3,142175,40.645089,-73.784523,Airport,US,20120404
43a52546f964a520532c1fe3,112266,40.645089,-73.784523,Airport,US,20120404
43a52546f964a520532c1fe3,74978,40.645089,-73.784523,Airport,US,20120404
43a52546f964a520532c1fe3,1347066,40.645089,-73.784523,Airport,US,20120404
43e0735bf964a520c22e1fe3,962131,42.350065,-71.107012,Caf�,US,20120403
43e0735bf964a520c22e1fe3,1012859,42.350065,-71.107012,Caf�,US,20120404
43e0735bf964a520c22e1fe3,1012859,42.350065,-71.107012,Caf�,US,20120404
440da2cbf964a52091301fe3,726525,30.202559,-97.667599,Airport,US,20120403
440da2cbf964a52091301fe3,369797,30.202559,-97.667599,Airport,US,20120403
440da2cbf964a52091301fe3,290289,30.202559,-97.667599,Airport,US,20120404
440da2cbf964a52091301fe3,116313,30.202559,-97.667599,Airport,US,20120404
440da2cbf964a52091301fe3,840740,30.202559,-97.667599,Airport,US,20120404
4412be02f964a520d6301fe3,185521,44.854713,-93.24204,Mall,US,20120403
4412be02f964a520d6301fe3,557113,44.854713,-93.24204,Mall,US,20120403
4412be02f964a520d6301fe3,65594,44.854713,-93.24204,Mall,US,20120403
4412be02f964a520d6301fe3,286802,44.854713,-93.24204,Mall,US,20120404
4412be02f964a520d6301fe3,1458589,44.854713,-93.24204,Mall,US,20120404
4412be02f964a520d6301fe3,201195,44.854713,-93.24204,Mall,US,20120404
44196facf964a52026311fe3,1177300,38.917927,-77.031903,American Restaurant,US,20120403
44196facf964a52026311fe3,1285561,38.917927,-77.031903,American Restaurant,US,20120403
44196facf964a52026311fe3,195185,38.917927,-77.031903,American Restaurant,US,20120404
4459d2f1f964a520d7321fe3,50905,40.689685,-74.179387,Airport,US,20120403
4459d2f1f964a520d7321fe3,261531,40.689685,-74.179387,Airport,US,20120403
4459d2f1f964a520d7321fe3,300045,40.689685,-74.179387,Airport,US,20120404
4459d2f1f964a520d7321fe3,219808,40.689685,-74.179387,Airport,US,20120404
4459d2f1f964a520d7321fe3,116313,40.689685,-74.179387,Airport,US,20120404
449e9fb9f964a520c0341fe3,782671,33.435624,-112.003066,Airport,US,20120403
449e9fb9f964a520c0341fe3,1533740,33.435624,-112.003066,Airport,US,20120403
449e9fb9f964a520c0341fe3,745935,33.435624,-112.003066,Airport,US,20120403
449e9fb9f964a520c0341fe3,595137,33.435624,-112.003066,Airport,US,20120403
449e9fb9f964a520c0341fe3,726525,33.435624,-112.003066,Airport,US,20120404
449e9fb9f964a520c0341fe3,28002,33.435624,-112.003066,Airport,US,20120404
449e9fb9f964a520c0341fe3,395203,33.435624,-112.003066,Airport,US,20120404
449e9fb9f964a520c0341fe3,169059,33.435624,-112.003066,Airport,US,20120404
449e9fb9f964a520c0341fe3,2079,33.435624,-112.003066,Airport,US,20120404
44d17cecf964a5202b361fe3,100960,38.853044,-77.042313,Airport,US,20120404
44d17cecf964a5202b361fe3,48749,38.853044,-77.042313,Airport,US,20120404
44d17cecf964a5202b361fe3,253948,38.853044,-77.042313,Airport,US,20120404
44d17cecf964a5202b361fe3,54766,38.853044,-77.042313,Airport,US,20120404
44d17cecf964a5202b361fe3,84954,38.853044,-77.042313,Airport,US,20120404
44d1efc9f964a52032361fe3,1319818,29.98646,-95.342016,Airport,US,20120403
44d1efc9f964a52032361fe3,206727,29.98646,-95.342016,Airport,US,20120404
44d1efc9f964a52032361fe3,871677,29.98646,-95.342016,Airport,US,20120404
44d1efc9f964a52032361fe3,311857,29.98646,-95.342016,Airport,US,20120404
44d1efc9f964a52032361fe3,268928,29.98646,-95.342016,Airport,US,20120404
44d9ff60f964a5208b361fe3,290289,32.898038,-97.040863,Airport,US,20120404
44d9ff60f964a5208b361fe3,137966,32.898038,-97.040863,Airport,US,20120404
44d9ff60f964a5208b361fe3,728772,32.898038,-97.040863,Airport,US,20120404
44d9ff60f964a5208b361fe3,217298,32.898038,-97.040863,Airport,US,20120404
44d9ff60f964a5208b361fe3,168275,32.898038,-97.040863,Airport,US,20120404
44d9ff60f964a5208b361fe3,28002,32.898038,-97.040863,Airport,US,20120404
4511eb8cf964a5209a391fe3,811224,34.144097,-118.118863,Community College,US,20120403
4511eb8cf964a5209a391fe3,171924,34.144097,-118.118863,Community College,US,20120404
4511eb8cf964a5209a391fe3,82716,34.144097,-118.118863,Community College,US,20120404
452d67cef964a520493b1fe3,734137,37.785635,-122.410593,Hotel,US,20120404
452d67cef964a520493b1fe3,43357,37.785635,-122.410593,Hotel,US,20120404
452d67cef964a520493b1fe3,52196,37.785635,-122.410593,Hotel,US,20120404
4541114bf964a520433c1fe3,804329,32.732996,-117.199316,Airport,US,20120403
4541114bf964a520433c1fe3,1296220,32.732996,-117.199316,Airport,US,20120404
4541114bf964a520433c1fe3,130326,32.732996,-117.199316,Airport,US,20120404
4541114bf964a520433c1fe3,572791,32.732996,-117.199316,Airport,US,20120404
4541114bf964a520433c1fe3,132663,32.732996,-117.199316,Airport,US,20120404
4541114bf964a520433c1fe3,86260,32.732996,-117.199316,Airport,US,20120404
4541114bf964a520433c1fe3,1691265,32.732996,-117.199316,Airport,US,20120404
45637114f964a520ab3d1fe3,105653,42.481862,-71.213572,Mall,US,20120403
45637114f964a520ab3d1fe3,316528,42.481862,-71.213572,Mall,US,20120403
45637114f964a520ab3d1fe3,17188,42.481862,-71.213572,Mall,US,20120403
4572c5baf964a520753e1fe3,21595,34.201345,-118.192719,Mexican Restaurant,US,20120403
4572c5baf964a520753e1fe3,5526,34.201345,-118.192719,Mexican Restaurant,US,20120403
4572c5baf964a520753e1fe3,21595,34.201345,-118.192719,Mexican Restaurant,US,20120403
4572c5baf964a520753e1fe3,21595,34.201345,-118.192719,Mexican Restaurant,US,20120403
45840abff964a520913f1fe3,129211,41.891624,-87.605581,Pier,US,20120403
45840abff964a520913f1fe3,497193,41.891624,-87.605581,Pier,US,20120404
45840abff964a520913f1fe3,1366975,41.891624,-87.605581,Pier,US,20120404
45840daef964a520923f1fe3,146882,41.878604,-87.639012,Train Station,US,20120403
45840daef964a520923f1fe3,223240,41.878604,-87.639012,Train Station,US,20120404
45840daef964a520923f1fe3,146882,41.878604,-87.639012,Train Station,US,20120404
458d63f7f964a52005401fe3,293397,36.114095,-115.170794,Casino,US,20120403
458d63f7f964a52005401fe3,1748092,36.114095,-115.170794,Casino,US,20120403
458d63f7f964a52005401fe3,1748092,36.114095,-115.170794,Casino,US,20120404
458fc0bef964a5201a401fe3,901483,36.118325,-115.171781,Casino,US,20120403
458fc0bef964a5201a401fe3,901483,36.118325,-115.171781,Casino,US,20120404
458fc0bef964a5201a401fe3,352342,36.118325,-115.171781,Casino,US,20120404
459ecd01f964a520bf401fe3,1547576,38.952634,-77.447906,Airport,US,20120403
459ecd01f964a520bf401fe3,80854,38.952634,-77.447906,Airport,US,20120403
459ecd01f964a520bf401fe3,399588,38.952634,-77.447906,Airport,US,20120404
459ecd01f964a520bf401fe3,112266,38.952634,-77.447906,Airport,US,20120404
45b88de0f964a520ce411fe3,116894,34.055735,-118.236178,Train Station,US,20120404
45b88de0f964a520ce411fe3,362411,34.055735,-118.236178,Train Station,US,20120404
45b88de0f964a520ce411fe3,19561,34.055735,-118.236178,Train Station,US,20120404
45ca42e1f964a5207a421fe3,304938,40.758788,-73.978925,Gift Shop,US,20120403
45ca42e1f964a5207a421fe3,87505,40.758788,-73.978925,Gift Shop,US,20120403
45ca42e1f964a5207a421fe3,48489,40.758788,-73.978925,Gift Shop,US,20120404
45f555cef964a5200e441fe3,25107,47.443647,-122.302594,Airport,US,20120403
45f555cef964a5200e441fe3,410864,47.443647,-122.302594,Airport,US,20120403
45f555cef964a5200e441fe3,103458,47.443647,-122.302594,Airport,US,20120403
45f555cef964a5200e441fe3,71481,47.443647,-122.302594,Airport,US,20120404
45f555cef964a5200e441fe3,1110031,47.443647,-122.302594,Airport,US,20120404
45f555cef964a5200e441fe3,38724,47.443647,-122.302594,Airport,US,20120404
4693d828f964a520d3481fe3,123234,37.832734,-122.283583,Office,US,20120404
4693d828f964a520d3481fe3,53516,37.832734,-122.283583,Office,US,20120404
4693d828f964a520d3481fe3,792715,37.832734,-122.283583,Office,US,20120404
4693d828f964a520d3481fe3,123234,37.832734,-122.283583,Office,US,20120404
4700946bf964a520344b1fe3,35645,42.208749,-83.359795,Airport,US,20120403
4700946bf964a520344b1fe3,167858,42.208749,-83.359795,Airport,US,20120403
4700946bf964a520344b1fe3,60393,42.208749,-83.359795,Airport,US,20120403
4700946bf964a520344b1fe3,1423308,42.208749,-83.359795,Airport,US,20120404
4700946bf964a520344b1fe3,197035,42.208749,-83.359795,Airport,US,20120404
4700946bf964a520344b1fe3,104469,42.208749,-83.359795,Airport,US,20120404
4700946bf964a520344b1fe3,252069,42.208749,-83.359795,Airport,US,20120404
4700946bf964a520344b1fe3,614566,42.208749,-83.359795,Airport,US,20120404
470f3ff0f964a5208e4b1fe3,497193,40.769519,-73.992584,Concert Hall,US,20120404
470f3ff0f964a5208e4b1fe3,515632,40.769519,-73.992584,Concert Hall,US,20120404
470f3ff0f964a5208e4b1fe3,1493273,40.769519,-73.992584,Concert Hall,US,20120404
47383924f964a520444c1fe3,27874,34.008422,-118.498562,Pier,US,20120403
47383924f964a520444c1fe3,102806,34.008422,-118.498562,Pier,US,20120403
47383924f964a520444c1fe3,686897,34.008422,-118.498562,Pier,US,20120403
47383924f964a520444c1fe3,1681185,34.008422,-118.498562,Pier,US,20120404
47383924f964a520444c1fe3,1449207,34.008422,-118.498562,Pier,US,20120404
47383924f964a520444c1fe3,247545,34.008422,-118.498562,Pier,US,20120404
4774fc45f964a5200f4d1fe3,1033711,39.2152,-76.8594,Mall,US,20120403
4774fc45f964a5200f4d1fe3,495192,39.2152,-76.8594,Mall,US,20120403
4774fc45f964a5200f4d1fe3,634523,39.2152,-76.8594,Mall,US,20120404
47f80aa8f964a520be4e1fe3,1449070,33.810516,-117.918958,Road,US,20120403
47f80aa8f964a520be4e1fe3,342690,33.810516,-117.918958,Road,US,20120403
47f80aa8f964a520be4e1fe3,342690,33.810516,-117.918958,Road,US,20120403
47f80aa8f964a520be4e1fe3,647083,33.810516,-117.918958,Road,US,20120404
47f80aa8f964a520be4e1fe3,1449070,33.810516,-117.918958,Road,US,20120404
482d61baf964a520d64f1fe3,27331,39.851973,-104.673743,Airport,US,20120403
482d61baf964a520d64f1fe3,81159,39.851973,-104.673743,Airport,US,20120404
482d61baf964a520d64f1fe3,16620,39.851973,-104.673743,Airport,US,20120404
482d61baf964a520d64f1fe3,953817,39.851973,-104.673743,Airport,US,20120404
49b6d0b4f964a52012531fe3,74191,40.740507,-73.986908,Office,US,20120404
49b6d0b4f964a52012531fe3,17478,40.740507,-73.986908,Office,US,20120404
49b6d0b4f964a52012531fe3,8554,40.740507,-73.986908,Office,US,20120404
49b6d0b4f964a52012531fe3,290248,40.740507,-73.986908,Office,US,20120404
49b79f54f964a5202c531fe3,258162,40.758728,-73.978558,Plaza,US,20120403
49b79f54f964a5202c531fe3,142350,40.758728,-73.978558,Plaza,US,20120404
49b79f54f964a5202c531fe3,497193,40.758728,-73.978558,Plaza,US,20120404
49b79f54f964a5202c531fe3,95911,40.758728,-73.978558,Plaza,US,20120404
49c27575f964a520f1551fe3,204361,40.736527,-73.99056,Farmers Market,US,20120404
49c27575f964a520f1551fe3,80650,40.736527,-73.99056,Farmers Market,US,20120404
49c27575f964a520f1551fe3,204436,40.736527,-73.99056,Farmers Market,US,20120404
49c3e6ccf964a52086561fe3,199116,38.906528,-77.038425,Office,US,20120403
49c3e6ccf964a52086561fe3,61894,38.906528,-77.038425,Office,US,20120403
49c3e6ccf964a52086561fe3,91658,38.906528,-77.038425,Office,US,20120404
49c943d2f964a5204f581fe3,587022,40.746219,-73.981519,Gym / Fitness Center,US,20120403
49c943d2f964a5204f581fe3,100955,40.746219,-73.981519,Gym / Fitness Center,US,20120403
49c943d2f964a5204f581fe3,587022,40.746219,-73.981519,Gym / Fitness Center,US,20120404
49ca9382f964a520bf581fe3,899920,38.87306,-77.007487,Baseball Stadium,US,20120403
49ca9382f964a520bf581fe3,175167,38.87306,-77.007487,Baseball Stadium,US,20120403
49ca9382f964a520bf581fe3,354000,38.87306,-77.007487,Baseball Stadium,US,20120403
49ca9382f964a520bf581fe3,13115,38.87306,-77.007487,Baseball Stadium,US,20120403
49ca9382f964a520bf581fe3,253948,38.87306,-77.007487,Baseball Stadium,US,20120403
49d01698f964a520fd5a1fe3,8123,37.817001,-122.478217,Bridge,US,20120404
49d01698f964a520fd5a1fe3,308267,37.817001,-122.478217,Bridge,US,20120404
49d01698f964a520fd5a1fe3,308267,37.817001,-122.478217,Bridge,US,20120404
49d2c3b6f964a520d15b1fe3,126801,37.784758,-122.404346,Hotel,US,20120404
49d2c3b6f964a520d15b1fe3,126801,37.784758,-122.404346,Hotel,US,20120404
49d2c3b6f964a520d15b1fe3,499330,37.784758,-122.404346,Hotel,US,20120404
49f754c1f964a520896c1fe3,77598,40.73308,-74.170825,Stadium,US,20120403
49f754c1f964a520896c1fe3,208245,40.73308,-74.170825,Stadium,US,20120403
49f754c1f964a520896c1fe3,168224,40.73308,-74.170825,Stadium,US,20120403
49f754c1f964a520896c1fe3,589412,40.73308,-74.170825,Stadium,US,20120403
49f754c1f964a520896c1fe3,375527,40.73308,-74.170825,Stadium,US,20120403
49f754c1f964a520896c1fe3,685017,40.73308,-74.170825,Stadium,US,20120403
49f754c1f964a520896c1fe3,253581,40.73308,-74.170825,Stadium,US,20120403
49f754c1f964a520896c1fe3,253581,40.73308,-74.170825,Stadium,US,20120403
49f754c1f964a520896c1fe3,375527,40.73308,-74.170825,Stadium,US,20120404
4a00edd0f964a520c5701fe3,53516,37.785326,-122.405527,Hotel,US,20120403
4a00edd0f964a520c5701fe3,1189894,37.785326,-122.405527,Hotel,US,20120403
4a00edd0f964a520c5701fe3,792715,37.785326,-122.405527,Hotel,US,20120403
4a00edd0f964a520c5701fe3,123234,37.785326,-122.405527,Hotel,US,20120403
4a00edd0f964a520c5701fe3,123234,37.785326,-122.405527,Hotel,US,20120404
4a00edd0f964a520c5701fe3,1189894,37.785326,-122.405527,Hotel,US,20120404
4a00edd0f964a520c5701fe3,792715,37.785326,-122.405527,Hotel,US,20120404
4a06f546f964a5200e731fe3,804894,38.916865,-77.024127,Gay Bar,US,20120403
4a06f546f964a5200e731fe3,718726,38.916865,-77.024127,Gay Bar,US,20120403
4a06f546f964a5200e731fe3,92565,38.916865,-77.024127,Gay Bar,US,20120403
4a176a52f964a52058791fe3,283545,41.901494,-87.627854,American Restaurant,US,20120403
4a176a52f964a52058791fe3,283545,41.901494,-87.627854,American Restaurant,US,20120403
4a176a52f964a52058791fe3,1561161,41.901494,-87.627854,American Restaurant,US,20120404
4a3b08fdf964a52086a01fe3,460104,39.179312,-76.66867,Airport,US,20120403
4a3b08fdf964a52086a01fe3,381642,39.179312,-76.66867,Airport,US,20120403
4a3b08fdf964a52086a01fe3,26045,39.179312,-76.66867,Airport,US,20120403
4a3b08fdf964a52086a01fe3,1008045,39.179312,-76.66867,Airport,US,20120404
4a3b08fdf964a52086a01fe3,55037,39.179312,-76.66867,Airport,US,20120404
4a3b08fdf964a52086a01fe3,1643558,39.179312,-76.66867,Airport,US,20120404
4a3b08fdf964a52086a01fe3,633490,39.179312,-76.66867,Airport,US,20120404
4a4138ebf964a520f9a41fe3,234589,40.744901,-73.998059,Movie Theater,US,20120403
4a4138ebf964a520f9a41fe3,730316,40.744901,-73.998059,Movie Theater,US,20120403
